oldcode,state,povrate60,hsspend_per_kid_68,hsspend_per_kid_72,socspend_per_cap72,age5_9_sum2,age5_9_injury_rate,age25plus_sum2,rate_5964,pop60,pct_urban_1960,pct_black_1960
2003,,,0,679.98798,2373.9441,,,,0,,,
2004,,,0,0,786.14594,,,,18.335167,,,
2005,,,0,0,32.031387,,,,0,,,
2006,,,0,0,560.80347,,,,0,,,
2007,,,0,347.57492,798.646,,,,0,,,
2008,,,0,0,251.06383,,,,0,,,
2009,,,0,49.815147,5225.8135,,,,0,,,
2010,,,0,0,935.0014,,,,0,,,
2011,,,0,0,448.32886,,,,13.43003,,,
2012,,,0,0,840.26892,,,,0,,,
2013,,,0,0,0,,,,0,,,
2014,,,0,0,320.41327,,,,23.34267,,,
2015,,,0,0,530.37225,,,,19.290123,,,
2016,,,0,0,2015.4976,,,,54.824562,,,
2017,,,0,0,875,,,,0,,,
2018,,,0,223.73051,714.23077,,,,81.300812,,,
2019,,,0,0,1323.6012,,,,0,,,
2020,,,0,0,2038.2939,,,,0,,,
2021,,,0,0,54.95573,,,,0,,,
2022,,,0,0,463.03421,,,,55.555557,,,
2023,,,0,0,342.62192,,,,0,,,
2024,,,0,0,428.56299,,,,0,,,
2025,,,0,0,853.67633,,,,0,,,
3001,3,66.053902,5243.2129,4674.3018,1258.6854,4.762434,33.337036,144.9492,17.95977,29339,0,2.5
3002,3,24.870682,46.528641,0,358.19431,2.5927222,20.741777,112.74619,8.0372934,55443,45.299999,2.4000001
3003,3,34.775528,100.87129,407.92801,418.06418,2.7553902,38.575462,68.032524,8.8558273,41152,59.099998,2.8
3004,3,29.218288,223.57164,218.50462,366.43649,0,26.399929,152.31033,10.670081,25232,46.900002,.40000001
3005,3,35.830643,97.223106,0,447.43335,4.5326805,49.859486,157.56921,9.540164,14317,33.099998,2.5999999
3006,3,22.924339,0,0,211.49661,7.5924377,7.5924377,110.26857,10.780509,11970,36.400002,.40000001
3007,3,20.928204,72.84893,69.481316,658.69586,2.3802805,17.597073,113.41386,7.4520221,663268,86.5,3.8
3008,3,24.662455,157.97293,95.320648,553.17517,0,48.366295,102.06271,19.77066,8096,58.5,.2
3009,3,52.000443,591.52686,430.75613,419.55423,1.2644622,39.19833,115.00258,18.474045,36504,32.400002,2
3010,3,20.232365,110.24635,140.40019,654.46307,1.9967952,15.724762,132.45604,8.4731398,263546,88.300003,3
3011,3,38.994263,263.69077,186.67525,460.26105,2.2202981,27.753725,144.62845,6.0997925,64117,44,5.9000001
3012,3,35.748341,0,0,413.65961,4.7129793,4.7129793,122.27264,0,10776,67.400002,1
3013,3,23.267536,54.398914,0,606.63733,2.3063796,29.982933,166.86526,12.241401,29280,44.5,.5
3014,3,24.908281,279.21036,488.59882,433.77332,0,29.204124,117.4946,6.2574306,46081,57.900002,3.7
4001,4,45.903023,21.5672,0,361.10379,0,19.08215,93.265114,12.377769,23712,54.299999,24.6
4002,4,47.212372,0,0,376.02499,3.8424592,23.054754,117.01293,11.811954,25166,34.200001,36.700001
4003,4,45.160381,165.15439,0,732.31152,0,19.097332,141.0101,19.312475,10688,0,0
4004,4,39.404728,102.06365,516.08685,450.58383,3.4035022,17.017511,110.66692,5.1856461,36402,36.700001,.1
4005,4,44.082638,481.15445,831.41858,596.95331,0,30.931025,170.81108,11.795235,16235,40.799999,0
4006,4,50.993332,88.755486,452.29391,469.58365,0,18.47575,145.60248,0,14404,48.099998,35.099998
4007,4,58.799274,134.15521,0,464.8089,0,23.272051,127.00428,0,6063,0,35.200001
4008,4,45.898472,0,0,604.17529,8.9702187,17.940437,184.14552,0,11391,0,.1
4009,4,67.343369,165.84193,0,530.80817,0,36.764706,121.43406,14.361626,18952,54,56.599998
4010,4,47.135693,0,0,424.41519,0,40.726089,109.1871,8.6490231,20957,38.5,25.799999
4011,4,49.476391,0,0,476.83182,6.239471,24.957884,166.73026,7.940289,21498,13.1,0
4012,4,57.210979,0,0,635.53094,8.6933842,17.386768,115.34025,0,9447,0,0
4013,4,58.14674,86.921669,87.366966,456.70554,0,29.971527,118.28151,0,7106,0,24.5
4014,4,46.162537,64.802895,0,445.92978,0,37.256088,135.58833,6.0408359,26970,40.299999,36
4015,4,52.216358,0,0,465.91431,11.731582,35.194744,103.1468,0,15323,38.900002,22
4016,4,41.630791,253.44685,795.48688,419.68829,0,11.743752,108.27687,10.695188,47960,45.299999,3.3
4017,4,46.090042,236.74196,511.99402,447.81595,0,15.580692,103.64612,0,21743,31.799999,2.5
4018,4,63.395897,0,0,390.4519,1.8716778,20.588455,92.038658,12.616705,48148,40.700001,58.900002
4019,4,60.744053,0,0,360.58536,0,9.4723883,124.38327,14.380213,19765,25.200001,30.200001
4020,4,57.589245,0,0,487.53442,0,0,152.98022,28.810141,10681,37,39.799999
4021,4,59.622135,21.916553,0,441.84531,0,5.0446453,140.25743,6.3107409,21667,38.5,48
4022,4,55.92202,0,0,523.2381,0,19.584803,137.91109,0,15697,29,33.900002
4023,4,45.382095,266.33801,265.07104,374.89105,2.7902565,13.951283,103.23897,0,24241,40.299999,10.7
4024,4,50.218716,0,0,481.0061,0,49.722382,124.60515,52.356022,10574,0,1.2
4025,4,63.320522,0,0,544.60577,0,13.189132,143.26648,0,6505,0,0
4026,4,39.001122,116.40606,130.4026,523.90387,6.1518273,22.5567,149.63101,8.0456991,47083,60.700001,10.6
4027,4,46.53896,91.527496,0,393.69788,0,17.914726,111.61683,0,8509,0,6.9000001
4028,4,49.75391,104.25054,0,437.50696,0,11.735252,123.02195,0,25275,39.5,.1
4029,4,52.37788,0,0,475.60492,5.1419168,20.567667,157.20618,0,20247,42.700001,37.299999
4030,4,37.149448,0,0,392.46143,4.5526977,9.1053953,116.14333,0,22552,43.700001,14.6
4031,4,46.528404,0,0,495.45743,0,17.708517,159.58054,0,11260,32.900002,20.799999
4032,4,55.913651,270.70267,352.09207,500.19452,4.2165627,59.031876,110.31853,0,19822,31,2.5999999
4033,4,60.489563,0,0,579.00287,0,14.480163,115.8947,0,6659,0,.80000001
4034,4,46.606544,187.49783,0,478.41971,5.2918453,26.459227,117.40847,6.6586761,23922,30.700001,15.2
4035,4,47.889481,190.37042,215.77382,457.49768,6.1227236,34.287254,90.061676,5.240541,82751,57.400002,43.5
4036,4,53.431969,0,0,556.17828,7.1772051,0,139.0451,15.56178,12593,31.6,2.0999999
4037,4,59.298065,0,0,479.29825,0,41.614647,157.01759,14.040999,11739,23.5,45.099998
4038,4,60.561771,0,0,572.41174,0,6.5850124,130.73201,0,16778,20.5,.89999998
4039,4,71.608673,0,0,473.89853,0,11.354605,191.00124,6.0081711,21525,24.4,60.900002
4040,4,62.441208,0,0,371.28552,0,35.310734,115.37387,10.442774,15066,0,48.400002
4041,4,55.244831,0,0,434.72842,0,14.754704,112.02435,16.469038,9333,29.6,31.299999
4042,4,55.059425,0,0,511.47061,0,12.114604,116.8961,0,16296,35.700001,2
4043,4,55.25238,0,0,394.66876,0,15.352022,113.28613,24.393219,25542,11.7,23.799999
4044,4,61.221809,559.36182,0,450.71194,0,22.449209,178.36563,0,9134,0,0
4045,4,55.299919,0,774.95801,600.12573,0,0,121.71341,0,6097,0,0
4046,4,46.453438,228.42242,273.10611,260.22134,0,29.941017,139.75043,4.9825611,31852,64.300003,25.5
4047,4,59.189049,211.94859,203.40846,415.73334,1.6366345,21.276247,114.34229,5.7136326,70983,38.5,29.5
4048,4,67.099312,100.3122,0,411.1918,29.895367,14.947683,148.11412,7.5448923,16857,26.799999,48.5
4049,4,51.055878,0,0,481.38809,0,35.945362,98.137314,0,5398,0,.40000001
4050,4,57.833225,0,0,488.25931,10.430792,52.153957,184.26157,0,10781,33,36
4051,4,73.037659,187.72395,0,496.24573,0,15.559359,95.853302,0,5975,0,0
4052,4,44.673626,62.810337,119.50909,541.0014,0,31.720856,123.02858,4.5289855,32115,50,38.400002
4053,4,62.10075,0,0,493.07065,15.092062,75.460304,141.47304,32.615788,4713,0,3.2
4054,4,62.655258,260.92053,341.85687,498.50946,2.632133,44.746262,144.92186,5.8366895,44681,45.200001,57.5
4055,4,53.854874,270.11148,0,451.85397,0,0,167.34901,0,7946,0,4.3000002
4056,4,58.401943,161.80746,0,441.84698,0,43.228798,125.25875,13.623979,30929,25.1,10.5
4057,4,47.760696,64.543526,60.73904,511.41611,0,0,114.27356,0,12077,36.599998,0
4058,4,46.944046,0,0,432.88147,0,18.573551,101.21765,17.553099,21713,42.099998,3.2
4059,4,50.707546,0,0,417.31387,10.723861,10.723861,107.07446,0,11024,0,18.5
4060,4,28.475325,171.99988,241.93127,665.11584,2.001014,19.343134,100.44552,6.0384045,246472,82.099998,21.4
4061,4,53.559456,911.7298,2158.491,507.00198,14.878738,7.4393692,134.84715,0,12571,29.299999,1.3
4062,4,69.189583,399.24902,517.53015,450.81689,2.9663029,26.696726,147.32249,3.7385974,33387,31.700001,56.700001
4063,4,29.121527,287.47888,439.86911,337.69019,0,25.602184,94.565948,12.327416,29331,35.900002,6.4000001
4064,4,60.255539,0,0,455.30768,0,24.829298,101.68961,0,7357,0,0
4065,4,64.451294,0,0,486.58646,0,15.19295,109.84554,0,8117,0,0
4066,4,31.147223,0,0,473.74155,2.3476658,21.128992,96.07859,2.483855,67614,79.5,6.8000002
4067,4,43.140095,0,0,464.19269,0,16.489405,140.32487,0,10366,28.200001,9.3999996
4068,4,62.540516,0,0,703.75439,0,31.789764,86.36306,31.92848,6479,0,0
4069,4,67.596031,0,0,475.65079,0,0,79.156128,0,6456,0,0
4070,4,36.603298,0,0,568.32617,0,32.266071,135.10272,3.1322434,50103,51.099998,30.4
4071,4,62.790035,0,0,481.23022,0,10.345541,105.85907,0,7025,0,1.3
4072,4,34.66954,73.033325,213.13931,423.26678,2.6941469,25.594397,107.43401,6.801333,56525,54.400002,.80000001
4073,4,46.873001,0,0,444.62207,0,26.948895,117.0471,0,33658,22.200001,3.8
4074,4,66.275085,0,0,460.55768,9.7665787,9.7665787,209.74815,0,14370,0,41.099998
4075,4,53.01746,2031.4984,2728.3718,525.31671,13.353809,13.353809,76.141693,0,11798,0,3.5999999
5001,5,14.410805,57.879444,149.50453,581.0965,1.5556958,15.676626,90.794815,5.5239987,909480,98.5,12.3
5002,5,32.712765,0,0,715.92975,136.05443,0,33.107101,0,376,0,1.8
5003,5,16.584635,0,0,635.34808,0,8.911068,117.63313,0,10322,0,1.8
5004,5,19.16839,57.670353,98.074783,671.3551,2.1441972,24.658268,164.47499,2.1242247,83214,53.099998,1.1
5005,5,15.032081,0,0,566.48584,0,32.271076,109.99567,0,10347,0,.89999998
5006,5,22.045916,0,0,466.30652,9.154994,18.309988,123.21545,0,12035,29.1,.89999998
5007,5,10.613572,27.711021,1.8519663,477.92883,2.1266189,12.953042,86.542786,4.6941748,407547,81.099998,6.1999998
5008,5,14.369988,0,0,488.52676,0,27.190538,164.91888,0,17671,34,.2
5009,5,11.413814,39.266682,42.702179,549.66785,0,16.008253,86.053802,5.5797343,29828,15.1,.1
5010,5,23.913412,86.795586,421.00992,597.13873,2.7071719,15.340641,105.00688,3.9761114,365558,67.300003,4.8000002
5011,5,18.737164,47.002422,0,512.89081,0,35.100037,119.67394,9.0481358,17444,38.700001,.30000001
5012,5,12.838813,6.7443018,0,478.91275,1.1974471,28.738729,113.20081,4.1209922,106168,44.599998,.30000001
5013,5,26.177589,117.96766,191.52472,537.56097,3.2393911,12.957564,118.82631,13.865779,72790,63.5,4.0999999
5014,5,18.155096,0,0,566.41644,0,37.678974,153.32919,0,11695,24.6,0
5015,5,21.302902,45.13422,94.820107,496.17209,1.9487262,19.765652,109.86452,2.909091,292739,68.099998,5.6999998
5016,5,30.863655,165.71829,2.640276,447.18356,2.7590773,24.831696,98.951263,8.4245996,50471,41.700001,5.1999998
5017,5,22.326252,142.60524,0,917.6427,5.0246205,30.147724,208.12491,31.210987,13993,0,.1
5018,5,13.990507,175.17302,0,485.48395,0,19.0452,96.322784,11.284135,13852,41.200001,3.5999999
5019,5,13.014688,73.691582,115.18916,479.33109,1.8337452,14.719974,87.587181,4.9051046,6045401,98.800003,7.5999999
5020,5,29.671404,134.73633,165.05554,596.15552,1.8497965,20.347761,102.77954,7.2987375,40346,46.799999,6.9000001
5021,5,8.6515188,30.722488,41.882622,284.41913,2.0076962,10.707713,79.432373,6.49435,147749,87.800003,2.8
5022,5,24.85561,40.97599,0,578.81628,0,15.755475,111.06207,0,5252,0,.60000002
5023,5,17.904318,30.596846,2.8087399,509.25891,0,28.786919,146.77473,6.0331826,51865,34.700001,.40000001
5024,5,26.581837,117.09721,237.29221,506.8588,0,23.105183,106.37298,7.8899198,91217,36.099998,5.5999999
5025,5,14.064391,132.62662,0,597.91541,0,15.01727,130.62459,0,8329,33.900002,.5
5026,5,8.8447657,0,0,252.89093,0,54.495914,33.869942,0,2216,0,0
5027,5,19.658033,67.914833,73.202744,358.7233,2.4938798,15.378924,95.19133,1.704681,199146,58.5,4
5028,5,12.722454,48.796623,7.7004266,507.72061,2.8516839,18.535946,130.91122,5.7362475,66631,37.799999,.80000001
5029,5,17.730431,28.467319,0,619.43823,3.1676645,19.005987,123.30232,18.487705,21507,23.299999,.1
5030,5,10.40373,22.036676,0,386.25543,1.991487,12.347219,69.499924,5.4390688,704584,95.900002,.5
5031,5,14.810054,100.06072,121.41969,557.22699,2.3803005,16.662104,104.61188,8.9429436,57533,39.599998,.69999999
5032,5,17.154062,79.841621,0,575.49756,0,8.0860357,108.81592,14.160295,11813,23.4,2
5033,5,18.885666,92.377777,103.54988,655.6842,2.724292,19.459229,133.94167,5.312593,308142,67.599998,4.0999999
5034,5,11.006728,58.278793,79.966721,1070.3541,1.6553633,16.884706,98.852928,4.1297936,502722,84.800003,3.9000001
5035,5,22.615458,74.425034,98.04998,447.40921,0,30.815285,127.3061,0,15162,39.400002,.40000001
5036,5,16.868855,80.732819,93.772377,548.74268,2.1270854,17.149626,114.02778,5.1350827,504041,74.400002,3.4000001
5037,5,14.769711,50.834106,132.35634,502.88046,1.6183099,14.123431,92.258499,6.8063593,1034977,88.900002,3.8
5038,5,15.500007,62.692032,66.869911,815.36609,3.4646735,18.189535,131.85425,4.3011608,739733,100,10
5039,5,19.487362,81.365578,99.7155,574.7677,1.0237021,12.625659,126.57614,3.2322292,251321,73.300003,4.6999998
5040,5,19.175323,130.60393,0,514.58936,2.1405714,16.054285,109.716,4.4397087,81103,55.900002,1.8
5041,5,7.0206275,19.985241,42.91465,349.19885,1.9499924,13.649947,79.745941,4.4262853,444365,97.599998,2.4000001
5042,5,13.207008,27.388401,40.280331,395.05682,.93534434,15.433182,96.38327,5.9463639,170529,67.900002,1.6
5043,5,10.58081,40.227867,28.758343,500.30609,2.3863363,12.313496,78.115524,4.9793134,641986,95.5,.69999999
5044,5,20.798149,56.856251,70.061729,666.81073,.80844009,16.168802,116.41531,4.5265255,83945,59.900002,.60000002
5045,5,15.455306,83.909142,100.22881,583.93292,0,13.506669,121.62097,5.0428643,60270,50,.69999999
5046,5,14.483355,0,0,489.95349,0,93.32711,84.392143,0,2318,0,.40000001
5047,5,14.790194,0,0,467.40497,6.5286937,39.172161,113.47639,9.7408924,33495,33,2.2
5048,5,16.380983,59.494698,131.10432,480.97922,1.496991,12.474925,88.718529,2.3670881,133953,79.099998,9.5
5049,5,18.575953,80.145386,103.43536,638.0921,2.2683246,15.424607,123.50347,3.4032125,148239,44.900002,.60000002
5050,5,22.356739,121.84412,45.363792,619.70526,1.7871743,15.190982,127.39916,13.978752,156572,52.700001,.69999999
5051,5,18.291862,0,0,460.55014,2.283783,13.702697,101.74355,0,33141,44.099998,.60000002
5052,5,17.459381,0,0,505.79193,6.7301545,23.55554,136.37016,6.0782886,25677,40.299999,.2
5053,5,11.123961,0,0,434.85751,10.711226,32.133675,121.69029,0,9578,0,.1
5054,5,28.369936,187.86035,189.15662,570.79968,4.9073844,21.41404,127.9769,5.3659582,170118,44,1.8
5055,5,16.141487,0,0,505.72873,9.1983624,32.194271,111.91555,26.288118,14599,18.9,.60000002
5056,5,15.378343,35.344437,41.407589,442.88974,1.5053796,13.333362,80.112228,5.4220695,199705,61.900002,1.8
5057,5,14.918448,61.16396,147.47539,625.19531,2.4895129,17.42659,129.39024,2.3431275,65487,69,.89999998
5058,5,21.406294,0,0,473.02844,2.2176883,24.394571,127.59863,4.4899426,33977,60.599998,2.9000001
6001,6,11.767147,88.265846,98.217049,328.15942,1.2851434,14.564958,87.678802,2.8853366,121566,88.099998,.5
6002,6,29.909615,563.20624,874.9884,369.33899,0,9.5165586,130.2662,15.304561,10147,62.099998,.5
6003,6,9.5662251,31.482935,30.706564,304.89343,2.0690227,10.758918,66.079941,6.832468,114159,91.599998,.30000001
6004,6,47.856106,934.76251,0,402.9711,0,29.265438,71.98452,0,2752,0,.40000001
6005,6,30.696005,0,0,400.85303,0,21.800741,146.63568,0,6412,0,0
6006,6,28.976772,0,0,426.23132,0,19.542702,236.98438,0,7521,45.900002,.40000001
6007,6,15.128551,157.38725,67.681694,407.17316,2.1522193,13.630722,79.251488,0,76237,75.900002,.2
6008,6,23.408752,0,0,353.58591,0,29.530466,161.9978,0,8450,55,.30000001
6009,6,20.298084,0,0,319.97495,0,0,190.87872,0,2818,0,0
6010,6,10.544815,0,0,274.46774,0,17.448961,69.334167,0,2853,0,0
6011,6,52.986828,0,0,550.43463,0,0,156.52695,13.462574,8534,0,0
6012,6,61.866726,2088.4163,2810.2458,1256.6581,0,36.363636,155.36797,0,4382,0,0
6013,6,37.81493,0,0,578.14972,0,0,198.58679,0,4247,0,.1
6014,6,34.606392,0,0,526.05359,0,0,41.64064,0,1283,0,0
6015,6,33.083366,54.413498,68.113075,631.6427,0,18.583906,194.66335,0,16072,24.6,0
6016,6,16.365047,162.88654,336.45023,695.25739,.86941147,14.779995,144.26222,4.5255799,492947,100,6.0999999
6017,6,19.118401,0,0,388.93967,0,0,130.79787,0,1960,0,0
6018,6,16.159496,0,0,263.33652,9.4015884,4.7007942,53.710499,0,4846,0,0
6019,6,31.911404,123.79772,0,190.26807,0,66.305672,40.773964,0,4892,0,0
6020,6,29.733263,0,0,341.80118,0,34.071548,102.41705,0,3843,0,.2
6021,6,16.724419,49.916191,52.59597,322.00623,2.5717802,11.75671,94.868027,6.4528618,143734,76,3.5
6022,6,24.901768,146.6969,159.48462,540.81989,0,9.7280998,215.01793,0,20349,58.400002,1
6023,6,15.412511,0,0,411.11328,0,17.034807,117.32865,0,12219,30.299999,.1
6024,6,12.756598,0,0,272.5,0,0,45.228405,0,682,0,.30000001
6025,6,20.383276,0,0,287.5213,0,16.711229,33.53529,40.355125,3465,0,.2
6026,6,24.452999,0,0,212.79625,18.099548,0,61.183285,0,5435,63.5,.2
6027,6,6.9444447,0,0,274.35645,0,0,0,0,216,0,0
6028,6,43.13356,0,0,781.34601,0,0,154.27267,0,7997,64.5,.69999999
6029,6,12.134344,0,0,243.11983,0,124.45551,17.401897,0,1846,0,0
6030,6,8.5744963,0,0,313.80872,2.2042177,11.650865,78.918564,9.9826965,127642,83.900002,.1
6031,6,17.822966,0,0,399.62543,0,67.750679,174.88887,0,2518,0,.30000001
6032,6,21.309608,0,0,321.02655,0,0,132.99506,0,7047,0,0
6033,6,16.315714,0,0,176.77011,0,11.831519,81.337357,39.123631,7060,56.400002,0
6034,6,24.92181,358.78094,874.03448,471.72354,0,24.896679,111.52016,0,19423,54.799999,.2
6035,6,21.036932,39.638813,53.150558,403.48486,.93045759,18.609152,87.925369,6.9705839,54043,65.199997,.2
6036,6,40.727921,557.67279,1111.5345,799.8844,0,48.092339,174.22313,15.206813,19950,53.5,.30000001
6037,6,18.223583,0,0,439.37964,0,0,151.37006,0,5300,0,0
6038,6,16.512537,37.443367,47.085033,347.18015,0,36.977692,136.91611,6.6586761,20370,53,0
6039,6,19.567772,128.70555,119.00152,461.11121,3.155968,26.825727,127.70378,5.9375372,51287,46.599998,.2
6040,6,16.747572,0,0,172.31552,0,0,37.023323,0,412,0,0
6041,6,14.8668,38.404327,0,323.19388,0,39.154266,113.56487,41.45937,7018,56.400002,.1
6042,6,27.122211,122.94263,146.24133,414.02795,12.828736,51.314945,134.61578,18.705574,14328,48.200001,.2
6043,6,26.241327,0,0,382.56833,9.5156536,28.546959,143.10266,0,18508,27.6,0
6044,6,22.622519,72.296913,131.45691,393.14746,0,29.735355,191.1254,0,21405,51.900002,.1
6045,6,29.906116,979.24188,1193.8754,544.95941,0,43.159256,197.29642,11.900512,24373,53.700001,.60000002
6046,6,25.337244,0,0,355.49158,0,0,37.147102,0,1705,0,0
