town,t,treatment,x1,x2,after,y
43,10,1,.32320049,7.6130948,1,3.4877648
44,1,1,.80314648,7.4104548,0,1.9303466
44,2,1,.54994458,8.0666971,0,2.9165294
44,3,1,.88812631,8.0307636,0,2.5118599
44,4,1,.16364686,8.4857521,0,2.3277206
44,5,1,.067644514,10.260128,0,4.1463914
44,6,1,.16850963,5.4824376,1,2.1004205
44,7,1,.26802221,7.4108787,1,2.87603
44,8,1,.24474096,8.5685816,1,3.7225854
44,9,1,.54382628,8.1758919,1,3.4949415
44,10,1,.25799575,9.5279484,1,3.9322028
45,1,1,.63665473,8.5070763,0,1.2304635
45,2,1,.15119541,7.7519374,0,2.0745201
45,3,1,.50995803,7.2060528,0,2.1070347
45,4,1,.44290599,7.5373001,0,2.3411491
45,5,1,.71076226,8.5882683,0,2.1874743
45,6,1,.52876866,8.7028151,1,2.7360928
45,7,1,.62090814,8.0120764,1,4.1719761
45,8,1,.20858333,8.3913307,1,3.9181821
45,9,1,.73985654,8.8407774,1,3.806277
45,10,1,.91060847,6.6551313,1,3.2678857
46,1,1,.24396959,9.1306648,0,2.8335261
46,2,1,.65542728,6.9267368,0,2.314055
46,3,1,.51527315,9.0117626,0,1.7572668
46,4,1,.11452165,7.4660358,0,2.4918842
46,5,1,.82696027,9.7689571,0,3.2554739
46,6,1,.51794595,10.199392,1,4.1308484
46,7,1,.20859244,7.8361073,1,3.6012006
46,8,1,.10702235,9.0758801,1,4.8638802
46,9,1,.61693513,8.1677732,1,2.4369791
46,10,1,.19715297,8.6779938,1,3.8354571
47,1,1,.51046443,7.6031976,0,1.8678716
47,2,1,.82276368,8.0138063,0,2.3415573
47,3,1,.22520028,8.1379528,0,2.4247713
47,4,1,.90111119,8.1450825,0,3.204766
47,5,1,.7449646,7.0348091,0,2.7215536
47,6,1,.7688086,6.0302639,1,2.1743884
47,7,1,.046946686,7.8303509,1,3.6059215
47,8,1,.089894593,9.5173855,1,4.9929466
47,9,1,.6608386,9.0912094,1,3.112705
47,10,1,.65838403,8.5955467,1,3.6617382
48,1,1,.49741608,8.8423491,0,1.7697527
48,2,1,.19707237,9.158741,0,2.434175
48,3,1,.83495975,6.2818513,0,1.7133057
48,4,1,.85852695,7.2232904,0,2.7792716
48,5,1,.83269471,7.1847563,0,2.875361
48,6,1,.087491505,9.1934929,1,3.7085173
48,7,1,.91151869,8.3660316,1,2.9500201
48,8,1,.073931731,6.9328775,1,3.199219
48,9,1,.48713475,7.3237252,1,2.8617024
48,10,1,.1727915,7.9051781,1,3.0407991
49,1,1,.023514325,7.8126087,0,2.5094399
49,2,1,.097880147,7.9130898,0,2.4008079
49,3,1,.90843964,6.3736515,0,1.8434517
49,4,1,.3501682,9.5767555,0,3.4649422
49,5,1,.27991772,7.1019173,0,2.9837074
49,6,1,.48679832,6.2119665,1,2.9710836
49,7,1,.44739687,8.8767042,1,3.7235031
49,8,1,.38193548,7.8759041,1,2.8083115
49,9,1,.27390748,7.1187816,1,3.3693502
49,10,1,.80165535,7.8168182,1,3.6021721
50,1,1,.3950865,6.7703171,0,1.8174936
50,2,1,.65499693,7.5905704,0,2.365227
50,3,1,.53164715,8.6923513,0,3.0710287
50,4,1,.73912358,8.0308304,0,3.1136925
50,5,1,.76678401,6.4250431,0,2.1319988
50,6,1,.75871187,8.5112305,1,2.3680599
50,7,1,.088447288,6.8125739,1,3.2872131
50,8,1,.88961011,7.9193401,1,3.1101027
50,9,1,.56030685,7.2338238,1,2.7825735
50,10,1,.81274545,7.7512989,1,4.985373
51,1,1,.75967538,8.9095993,0,2.3803918
51,2,1,.86778384,6.9160194,0,1.6514486
51,3,1,.19342993,8.7061806,0,2.4017322
51,4,1,.10033182,6.9327416,0,2.6332798
51,5,1,.024348006,7.364665,0,2.507127
51,6,1,.54176813,5.4877625,1,2.0886633
51,7,1,.37064356,8.567131,1,2.62166
51,8,1,.57007188,9.8048458,1,3.922436
51,9,1,.68156642,6.9935551,1,3.147697
51,10,1,.39300978,6.691505,1,3.4827423
52,1,1,.91706282,7.1052876,0,1.867205
52,2,1,.67831671,7.3283539,0,1.4261286
52,3,1,.24163134,10.194017,0,2.9196305
52,4,1,.70199704,7.7704434,0,2.6769068
52,5,1,.20269418,10.022466,0,3.7918727
52,6,1,.34838486,7.9460907,1,2.952419
52,7,1,.45126647,8.125576,1,2.8848782
52,8,1,.52342403,6.8190145,1,2.6831734
52,9,1,.48913321,8.220047,1,3.0596247
52,10,1,.80657321,6.3734922,1,2.9964716
53,1,1,.36528084,9.5957499,0,3.5721378
53,2,1,.44974938,8.132843,0,2.5505207
53,3,1,.39141995,8.4895315,0,3.293848
53,4,1,.51195312,8.5654774,0,2.8425341
53,5,1,.84092784,8.1938248,0,1.9630884
53,6,1,.44591883,8.3190374,1,3.2607117
53,7,1,.3113499,7.4254093,1,3.4926395
53,8,1,.33906621,6.6722431,1,3.279716
53,9,1,.64506191,8.5398207,1,3.0374055
53,10,1,.065663777,9.2252054,1,3.9138622
54,1,1,.93880957,9.6321545,0,2.7596977
54,2,1,.84962112,8.8007746,0,1.877841
54,3,1,.39001283,10.356686,0,2.8729796
54,4,1,.063198328,9.3823996,0,3.6602254
54,5,1,.90236241,8.2830639,0,3.1466062
54,6,1,.31944644,7.612709,1,3.2232711
54,7,1,.11714273,8.171895,1,3.6407566
54,8,1,.44449198,7.4328737,1,3.8450444
54,9,1,.69570488,7.6505966,1,3.5860729
54,10,1,.34154752,9.2164431,1,4.6382203
55,1,1,.92957103,6.7382498,0,1.5663183
55,2,1,.76891929,5.9931006,0,1.2078379
55,3,1,.11781439,6.5113869,0,1.6140126
55,4,1,.5919053,7.1579714,0,2.660455
55,5,1,.38239026,8.0322533,0,2.7988985
55,6,1,.63636804,7.689064,1,2.9617076
55,7,1,.38944456,7.8004513,1,3.0440643
55,8,1,.1656312,9.055521,1,4.3779335
55,9,1,.12646781,6.4912896,1,3.0025089
55,10,1,.53125137,8.0342016,1,3.324244
56,1,1,.18121894,7.5142517,0,1.831642
56,2,1,.26776993,9.150918,0,3.1569395
56,3,1,.042301908,7.2216363,0,2.8691006
56,4,1,.50455409,10.07626,0,3.3540161
56,5,1,.071401834,8.2752991,0,2.8914487
56,6,1,.65181959,7.9114447,1,2.7183838
56,7,1,.7234084,8.0104294,1,2.9581356
56,8,1,.38662925,8.0461674,1,3.1359801
56,9,1,.34434396,6.6311116,1,2.8357832
56,10,1,.58600926,8.3447285,1,3.7353663
57,1,1,.33741331,9.0199375,0,3.3579826
57,2,1,.97753423,8.1668882,0,2.1894388
57,3,1,.89104068,7.5958128,0,2.947058
57,4,1,.79045868,6.8450346,0,2.7550092
